Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RiskFreeRate,RiskFreeRateDaily
2025-06-30,4.252999782562256,4.2769999504089355,4.230000019073486,4.230000019073486,0,0.0,0.0,0.04230000019073486,0.00011589041148146537
2025-07-01,4.206999778747559,4.2769999504089355,4.204999923706055,4.250999927520752,0,0.0,0.0,0.042509999275207516,0.0001164657514389247
2025-07-02,4.269000053405762,4.308000087738037,4.263000011444092,4.293000221252441,0,0.0,0.0,0.04293000221252442,0.00011761644441787512
2025-07-03,4.256999969482422,4.363999843597412,4.255000114440918,4.3480000495910645,0,0.0,0.0,0.043480000495910644,0.00011912328902989217
2025-07-07,4.363999843597412,4.39900016784668,4.349999904632568,4.394999980926514,0,0.0,0.0,0.04394999980926514,0.00012041095838154832
2025-07-08,4.414999961853027,4.434999942779541,4.413000106811523,4.414999961853027,0,0.0,0.0,0.04414999961853027,0.0001209589030644665
2025-07-09,4.416999816894531,4.422999858856201,4.340000152587891,4.3420000076293945,0,0.0,0.0,0.043420000076293944,0.00011895890431861355
2025-07-10,4.3460001945495605,4.375999927520752,4.3420000076293945,4.3460001945495605,0,0.0,0.0,0.043460001945495604,0.00011906849848080987
2025-07-11,4.388000011444092,4.425000190734863,4.380000114440918,4.422999858856201,0,0.0,0.0,0.04422999858856201,0.00012117807832482743
2025-07-14,4.433000087738037,4.447000026702881,4.4029998779296875,4.427000045776367,0,0.0,0.0,0.04427000045776367,0.00012128767248702376
2025-07-15,4.431000232696533,4.491000175476074,4.395999908447266,4.488999843597412,0,0.0,0.0,0.04488999843597412,0.0001229862970848606
2025-07-16,4.474999904632568,4.488999843597412,4.436999797821045,4.454999923706055,0,0.0,0.0,0.044549999237060545,0.00012205479243030286
2025-07-17,4.4770002365112305,4.493000030517578,4.428999900817871,4.4629998207092285,0,0.0,0.0,0.044629998207092285,0.0001222739676906638
2025-07-18,4.423999786376953,4.441999912261963,4.415999889373779,4.432000160217285,0,0.0,0.0,0.04432000160217285,0.00012142466192376124
2025-07-21,4.368000030517578,4.383999824523926,4.3520002365112305,4.372000217437744,0,0.0,0.0,0.043720002174377444,0.0001197808278750067
2025-07-22,4.372000217437744,4.377999782562256,4.328000068664551,4.335999965667725,0,0.0,0.0,0.043359999656677244,0.00011879451960733492
2025-07-23,4.357999801635742,4.3979997634887695,4.357999801635742,4.388000011444092,0,0.0,0.0,0.04388000011444092,0.00012021917839572854
2025-07-24,4.4079999923706055,4.441999912261963,4.394000053405762,4.4079999923706055,0,0.0,0.0,0.04407999992370606,0.00012076712307864674
2025-07-25,4.415999889373779,4.429999828338623,4.381999969482422,4.386000156402588,0,0.0,0.0,0.04386000156402588,0.00012016438784664623
2025-07-28,4.400000095367432,4.420000076293945,4.392000198364258,4.420000076293945,0,0.0,0.0,0.04420000076293945,0.00012109589250120397
2025-07-29,4.381999969482422,4.4039998054504395,4.326000213623047,4.329999923706055,0,0.0,0.0,0.043299999237060544,0.00011863013489605629
2025-07-30,4.343999862670898,4.380000114440918,4.331999778747559,4.375999927520752,0,0.0,0.0,0.04375999927520752,0.00011989040897317128
2025-07-31,4.343999862670898,4.360000133514404,4.326000213623047,4.360000133514404,0,0.0,0.0,0.043600001335144044,0.00011945205845244943
2025-08-01,4.4039998054504395,4.4079999923706055,4.216000080108643,4.21999979019165,0,0.0,0.0,0.0421999979019165,0.00011561643260799042
